barcode,product_name,brands,categories,fssai_category_code,banned_item,banned_item_type,banned_in_jurisdictions,violation_reason,needs_verification,verification_reason,data_source,last_cleaned,is_verified,platform,is_gs1_890,audit_tier,indian_market_status
8906077361292,Pizza khakhra,Jaimin,"snacks, salty-snacks, appetizers, da:crackers, plain-salty-snacks",CAT_15,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901262140065,Lite Bread Spread,Amul,"Plant-based foods and beverages, Plant-based foods, Fats, Spreads, Plant-based spreads, Salted spreads, Spreadable fats, Vegetable fats, Margarines",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906002000494,Dr Oetker Funfoods Veg Mayonnaise,"Funfoods,Dr Oetker",Mayonnaises,Unknown,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8904288626070,Mixed fruit Jam,Tops,,Unknown,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906035030222,Freedom Refined Sunflower Oil,Freedom,Sunflower oils,CAT_02,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901595963355,Ching's Noodles,Ching's,,CAT_06,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063139336,Britannia bourbon 100g,Britannia,"Snacks, en:biscuits",CAT_15,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901512939005,Snack Nacho Chips,Sundrop,Snacks,CAT_15,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901014000401,Geki hot and spicy,Nissin,,CAT_06,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901030735349,Fruit & Nut,Kwality wall's,en:ice-creams-and-sorbets,CAT_03,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901030735349,Fruit & Nut,Kwality wall's,en:ice-creams-and-sorbets,CAT_03,Fast Green FCF (E143),Additive (INS/E-Code),"['EU', 'UK']","Banned in EU, UK according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901063155459,Tiger Krunch ChocoChips,Britannia,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Chocolate biscuits",CAT_15,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901262178259,Ice Cream Sandwich Vanilla,Amul,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream sandwiches",CAT_03,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906006850828,BaskinRobbins Cotton Candy Ice Cream,"BR,BaskinRobbins","Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams",CAT_03,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906000921555,Daadi's Peri Peri Khakhra,Daadi's,,Unknown,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906069400527,Veeba sandwich spread,VEEBA,,Unknown,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901512825605,Snacko Cheese & Herbs Flavour Bakes Twisties,Snacko,snacks,CAT_15,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906007280259,Fortune Physically Refined Rice Bran Oil,Fortune,"Oils,Rice bran oils",CAT_02,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901648000860,Chocolate Flavoured Milk,Mother Dairy,"Beverages and beverages preparations,Beverages,Dairies,Milks (liquid and powder),Dairy drinks,Milks,Flavoured milks",CAT_14,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906002004379,Dr. Oetker Funfoods Veg Mayonnaise,Dr. Oetker,Mayonnaises,Unknown,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8906018990840,Yum,Amulya,Strawberry flavoured Creme Wafers,CAT_01,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8904052503804,Dinshaw's Butterscotch,Dinshaw's,Ice creams,CAT_03,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901044600930,Rose Sharbat,Mapro,,CAT_04,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901709008828,Priya Vanaspati,Priya,"Vanaspati oil,Oils",CAT_02,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901393019490,Chupa Chups Tubes Mini,Chupa Chups,Good,CAT_05,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901044210856,Mapro Jam,Mapro,en:mixed-fruit-jams,CAT_04,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901512102904,Sundrop Superlite Advanced Refined Sunflower Oil,Sundrop,Refined deodorized sunflower oils,CAT_02,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901014000609,Pokeman Ramen Fun Masala,Nissin,"Plant-based foods and beverages,Plant-based foods,Dried products,Pastas,Dried products to be rehydrated,Noodles,Instant noodles",CAT_14,TBHQ (E319),Additive (INS/E-Code),['JP'],Banned in JP according to additive rulebook. Functional Class: Antioxidant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8904238400187,Chicken 65 Masala,Tasty,Chicken tikka masala,CAT_08,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901777950173,Ice Cream Belgian Chocolate,Vadilal,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream in a box",CAT_03,Ponceau 4R (E124),Additive (INS/E-Code),['US'],Banned in US according to additive rulebook. Functional Class: Additive.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8904089325943,Zulubar dark crunch,Havmor ice cream,"Desserts,Ice creams and sorbets,Ice creams,Frozen desserts",CAT_03,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8902268014688,anmol swiss roll,Unbranded,,Unknown,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",True, | Unknown FSSAI category,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,False,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8904288626322,Strawberry Jam,Tops,Jam,CAT_04,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901689031007,Butterscotch Crush,Mala's,"Beverages and beverages preparations,Beverages,Flavoured Drinks",CAT_14,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901689031007,Butterscotch Crush,Mala's,"Beverages and beverages preparations,Beverages,Flavoured Drinks",CAT_14,Titanium Dioxide (E171),Additive (INS/E-Code),['EU'],Banned in EU according to additive rulebook. Functional Class: Colorant.,False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8909106048928,Chocolate Ice Cream,Kwality Walls,Ice cream in a box,CAT_03,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8901393019377,Chupa Chups,"Chupa Chups, Perfetti",,CAT_05,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
8909081013720,Berry Smoothie,Sunfeast,,CAT_07,Carmoisine / Azorubine (E122),Additive (INS/E-Code),"['JP', 'US']","Banned in JP, US according to additive rulebook. Functional Class: Additive.",False,,OpenFoodFacts / GS1 Database,2026-08-07 02:46:51,True,foodfactsindia.online,True,PRIMARY_QUALIFYING,VERIFIED: GS1 India 890 Barcode
