barcode,product_name,brands
0770189111612,,
8907790000048,Mr. Bear,Ribbons & Balloons
8903363007971,Bisky bites,Unknown Brand
8903363006837,Real Elaichi Toasted Bread,Royal Toast
8902433005398,Snickers Miniatures,Unknown Brand
8902433005411,Snickers 13x Family treats,Unknown Brand
8904051300367,Porotta,Instant Delight
8904064672819,Masala Dosa,
8904083312062,Shrikhand Mango,Milky Mist
8906033661367,Soan papdi Nagpur Orange,Sur Dhenu
0890975104069,Chanachur Tandoori,Bombey Sweets
8906017400104,Thandai,
8904422700710,Patanjali Atta 10kg,Patanjali
8904982600055,Mango Shake,Storia
8906030680408,Gold finger,Gurujee
8901440201212,Berry hills white oats,Berry Hills
8906130900239,Choco-Pie,"Choco-Pie,Orion"
8901512680204,Sundrop Heart blnd edbl oil 1ltr,Sundrop
8901088155458,Saffola Gold,Saffola
8904132949003,Independence Atta 10kg,Independence
8906000212240,Multigrain Atta,Pillsbury
8906000210314,Pilsbury fresh Atta 5kg,Pilsbury
8901088193801,parachute,
8901063343719,,
8901042967325,MTR POHA 60 g,MTR
8906069400091,Marinara Pizza & Pasta Sauce,Veeba
4901219117120,,
8906046761597,Harry syp 225ml,
8908006217977,cereal,
8906038783187,Gai Ka Shuddh Ghi,Shri Shri
8906017815069,Gowardhan ghee,
8901777410127,Paneer Onion Paratha,Vadilal
8904422703988,,
8906078265353,Coconut Cookies,Mrs Bectors
8908005543152,Nutricharge refresher 200ml,Nutricharge
8904083315056,Dairy Whitener,Milky MIst
8901199150380,,
8901058004786,Nestle classic (15g),Nestlé
8906041846213,Satrin tablets,Unknown Brand
8906086510001,WOW  laddus,
8901058798487,nestle Nan pro formula milk,
8901161104564,LAL QILLA BASMATI RICE,
8901063092761,Good Day Butter Jeera,Brittania
8848017111102,Anchor White,Anchor
8908003113128,AMERICAN GREEN CREAMY PEANUT BUTTER,
8904256724470,,
8904256724487,,
8904104709055,,
8908001945721,,Unknown Brand
8902901223064,Good  life  pepper powder,Good  life
8902901028003,Good life chakki atta 10kg,
8904132912762,Snactac katta meeta,snac tac
8906090572224,,
8906070590286,,
8904132919419,Poha Mix,Desi Kitchen
8902901222326,Best farms mace,
8906069720786,Kaju katlis,
8901192221117,Chhole Masala,Catch
8904089313810,Vanilla Ice Cream,Havmor
8904109465246,Pachak Hing Peda,Patanjali
8906069416092,Annardana Goli,Paansmith
8904319301532,,Haldiram's
8904057303317,,
8904063240194,Bhujia,
8901052087600,Tetley tea,Tetley
8903363009050,,
8907003505117,Butter murukku,
8904899923025,Poker,Lago
8906004560163,Chips,
8901806002651,Vegeta,
8904064662124,Toor Dal,Annam
8901063136915,BRITANNIA BOURBON CHOCO,
8906004563454,YD potato chips,
8906004563478,YD magic masala chips,
8904132917330,Healthy chocos,
8904067711263,Jabsons roasted peanuts,Jabsons
8902901223248,Good life boiled kolar rice,
8906009993225,Jackfruit Pudding Cake Sliced,Elite
8902042300709,Avt leaf tea,
8906069401388,peanut butter,veeba
0890029001931,Mushroom Swiss Brat Patties,StoneRisge
8908021226206,,
8906010369705,Sambar Powder,GRB
8902269501200,ORS Orange Flavour,Alkem
8902346012407,Electral,
8908012692096,Daily greens,Wellbeing nutrition
8902901108880,SHREE,
8906098027245,Kaprika,
8901571011759,,
3948648094746,,
8901030937132,8901030937132,
16046137,Metrogil,
8901088081184,Mayonnaise Eggless,Saffola
8901207038136,,
8906168240086,Bread,
8904011300369,,
8904064644175,Sugar coated fennel seeds,
8901571011360,,
8906102430504,,
8906120586276,Coffieine,
8901531300107,BOROLINE,Unknown Brand
8906002006250,,
8925262423232,Dryfruit NUTRITIOUs,
8901552025201,BENGALI Mango & Ginger Chutney,India
8904004401066,Khatta Meetha,Haldiram's
8902080002221,Tropicana,Tropicana
8541810205206,Bagrry's Corn Flakes Plus,Bagrry's
0944512704042,Durga butter murukku,
8901052005253,Tata Tea Agni,
8906016010083,,
8908007271114,Coconut  chutney,
8906024370643,Jeeru 1l,Unknown Brand
8906024370186,Jeeru 500 ml,
4987176170347,CoughDrops,Vicks
8906157842178,mahima jeerakashala 1kg,
8904422700123,Anardana Goli,
0464543490818,,
8906100593317,Patanjali Divya jal 1ltr water,
8906021125925,,Aachi
8906123687086,Fhjh,
4960486030006,Gurujee fryums,
8906030680231,Mixed mixture,
8906033530069,pnsta mix,Snapin
8906033530816,Snapin,
8906033530045,Snapin,
8908019098051,Break shake,
8901741070678,,
8904063223050,Punjabi  Sarson Da Saag,Haldiram’s
8906036070838,Rajesh haldi paudar,Rajesh
8901834001206,Maazza,
8902080305025,7up 250ml can,
8906035140686,Chipo,
8901207043239,Real guva sip & win,
8904132952645,Campa Orange 2ltr pet,
0981290362606,Minute maid,
8901440206309,Eastern  chilli chicken masala,
8901063092754,Good Day Fruit &Nut,Bratania
8901725111441,hi,Good Day
9900403369081,Green valley club soda,
4796008921084,Real mixed fruit,
3948725105150,B natural Apple,
6908425332413,Hershey's milk shake (chocolate flavour),
8906080602832,Swing paper boat (lush lychee),
8904132948174,Campa (cola) 500ml pet,Unknown Brand
4906678020615,Butter Murukku - Spicy,Sharva's Snacks
8904132948273,POTATO CHIPS,Alan's
8906070060192,Corn Mixture,Sharva's Snacks
8904002500570,Badam Milk,MASQATI
0940010861003,Parth jaggery,Parth
8904113522003,Agro fresh jaggery,
8908000137035,Peanut Chikki,BMS Sweets
8906050591852,Banjaras,
8906005670427,Salted Peanuts,Charliee
8908000137073,Peanut Chikki,BMS Sweets
8906010500702,,
8902901225846,Good life rice flour,
9909827277897,SUGAR BOILED CONFECTIONERY,
8902901130935,Good life raisin premium 200gm,Unknown Brand
8902901069976,Good Life Munakka 200gm,Good Life
8902080104086,,Pepsico
8903363008138,,
8906062814451,Nutritin ultra,
8994591080010,CDR BIRU FORTOS ISI 10,Bayer
8901595862658,Ginger Garlic Paste 5 MRP,Smith & Jones
8906113441971,Beurre de cacahuète,Nutty
8909099995858,Premium Saiwa,
8901063410312,The Laughing Cow,BRITANNIA
8901063401648,BRITANNIA - TLC,Unknown Brand
8901719121432,Monaco Classic Biscuits,Parle
8904004415971,Coconut cookies,Haldiram's
8904130853340,boAt AIRDOPES 131 True Wireless Earbuds,
8901595972128,Paneer Chilli Masala,
8903241110090,Mixed Pickle,Pravin
8903241110281,Lime pickle,
8903241110045,Mango Pickle,Pravin
8903241110021,Mango pickle,
8904063220226,chips,Haldiram's
8902901225983,Good life khichdi,
8902901127058,Good life doublebeans,
8902901225082,Good life rajma chitra,
8904132933026,Good life masoor whl blk,gL
8904001800244,Idhayam gingelly oil,
8906000210628,Cooker cake mix,
8906002006489,Sandwich spread,
8906002005789,Tandoori veg mayonnaise,
8906139760032,,
8904675029842,Milk chocolate,
8902901227789,Best farms black cardamom,
8906058610036,Gaia lite Sugur Free,
8908012945420,Pink Harvest Pasta,Pink Harvest
8901063344129,Whole Wheat Sandwich Bread,Britannia
8904293709515,,
8906021122450,,Aachi
8908008374258,Thé bio,
8903105020442,Yardley Elegance Lather Shaving Cream Super Smooth With Silicone,
8902246003314,Haywards 5000 super strong soda,
8904132924444,Snac tac masala  chips,
8904132916067,Snactac khatta meeta,
8904067703367,Jonson falari mix,
8904335601883,oats,yogabar
8906068764330,,
8901088051477,,
8901725119416,,
8195155806552,Gulf Dates,Gulf Dates
8901155122116,Gita RABDI,
8904110555714,,
8902167000201,,
8901131170063,Brauner Rum,Old Monkeys
8906380093605,cow ghee,Foods Pure
8904083506218,Organic Ragi Flour,24 Mantra Organic
8902901011241,Quinoa,Good Life
8906112480544,Desi Ghee,Dairy Best
8901030722059,Taj Mahal,Brooke Bond
8906105100442,,
8903363010193,Bhagar,"Premia,DMart"
8903363004079,Bhagar,Premia
8908003080437,Khari Sing,Santosh
8994171103962,White Koffie,
8901063363809,Gobbless Choco Chill Cake,Britannia
8904258700243,Raw Valencia Orange Juice 250ml Imp,RAW Pressery
8903363003980,Idli Rava,Premia
8903363004222,Idli Rava,Premia
8904320018245,Pasta,Di sano
8906066201721,Pizza Seasoning,Keya
8901725012731,yipee noodles,sunfeast
8901786541003,Rajma Masala,Everest
8904085900052,Ambika appala 325g,
8906169390100,,
8908003648743,Junk tail leech tail,
8900070006570,,
8903321258759,With Vitamin E,
8904214804374,Blue haven faundation,
8904018658685,,
8902433103643,Galaxy smooth,
8901014003174,Nissan Top Ramen Curry,nissin
8906160930251,,
8901905022987,Inspiration Collection,Monginis
8908014602031,Ice pops,Skippi
8902901030358,Good Life Black Raisins 500g,good  life
8904064600669,Madras Papad,CHAKRA product of India
8906012312679,gee,tapan group
8901030962226,Lipton,Lipton
8906152260083,,
8902579001438,Appy Fizz,Appy
8901030964923,,
8901012189177,ক্লিন ক্লিয়ার ফেসয়্যাশ,
8901012116708,জোনসোন বেবি তৈল,
8908008142017,হিমালয় ফেসয়্যাশ,
8908008142000,হিমালয় ফেসয়্যাশ,
8901837445021,,
8906000210307,Fillsbury chakki atta,
8906000212233,Pillsbury multigrain,
8901012116630,জনসোন সাবান,
8906136390102,,herbal
8901552023368,Mint Chutney,
8901552023641,Sweet Mango Chutney,
8901247573574,,
8904215500220,,
8906090572149,Karare Noodle Masala,Too Yum
8906116957530,Multivitamin,
8901063151086,BRITANNIA,
8906035500473,,
8906078260068,CASHEW COOKIES,
8901571003648,biscuits eg,
8906143890459,,
8906005504456,Chips BIKAJI Cream & Onion CREAMY POTATO CHIPS,
8901023028670,Godrej no 1,
8904037212219,Well,
8904073797992,Tasty crispy indi1n curry biscuits,
8904103031935,(Avakay,
8904377511553,,
8904132949782,campa orange flv 200ml,
8904132949768,Campa Lemon 200ml pet,
8901425000311,,
8906036672346,Nandini chaddar,
8906010090296,Feta,D'lecta
8901548100011,Nutralite Delicious,Nutralite
8904256727730,,
8904053505777,Snack sause,
8904004418163,,
8901262275408,Vasundhara ghee,
8904300201209,Marie,
8906143890077,,
8901071701969,Kisses milk choc,
8902102230519,Margo,
8901138500672,Gasex,HIMALAYA
8901848001087,Rasna orange,Rasna
8908013746019,Cravova green apple mojito,
8904258701714,Raw coconut water,
8901725006556,B natural,
8901030866111,deep moisture,
8901552008150,Aeroplane Lemon pickle,
8901440001133,Easterm COCONUT OIL زيت جوز الهند في ١٥ مل ١٣٥ سعرة حرارية و في ١٠٠ مل ٩٠٠ سعرة حرارية,
8901745105000,RKG Pure Cow Ghee,
9555052728927,,
8901560020649,Nilons,
8902901008234,GL mixed dryfruits 500gm,
8901725006150,Marie light,
8904103031010,Ginger and garlic paste,swastiks
89002681,Natural,
8904193407467,,
8902286041123,,
8901719917189,BISCUITS,
8904272905716,,
8904250604747,Utrojoy,
8904035422986,,
8906150210264,Soan papadi,
8906009993072,La' Elite Premium Plum Cake,Elite
8906037691933,Vanilla Culinary Essence,Bajaj Savory
8906037692251,Almond Culinary Essence,Bajaj Savory
8906070020462,Sharvas khara boondi,
8906084690774,OM BHUJIA,
8906084690798,OM NAVRATTAN,
8906084690767,IM ALOO BHUJIA,
8906084690828,OM KAJU MIXTURE,
8904045801092,ROYAL CINGELLY BALLS,
8906021125192,Tamarind paste,
8901414048485,Shahi mixture Bikano,
8901595972562,DATE OF MFG: USE BY:,
8902433005336,Milk Chocolate,Galaxy
8906006050778,Vijay Puliyogre,
8901414000094,BIKANO BADAM LACHHA,
8904109401589,patanjali honey,patanjali honey
8902901223354,Rice flakes,Good Life
8906125821068,,
8901499008411,Muesli With 21% fruit & nuts,Kellogg’s
8906134530197,,
8906016490977,Elite rusk,
8901063032644,Cream wafers,
8908005243267,,
8906113490856,Tata soulful,Tata Oata
8906113490818,Tata soulful,Tata Soulfull
8906113490825,Tata soulful,
8906113490849,Tata soulful,
8901088194839,Saffola masala oats 1 kg,
8901499011220,Kellogg's oats,Kellogg's
8901088171755,Saffola masala  oats,
8904335600770,Yoga  bar oats veggie magic,
8901088724036,Saffola karra crunch,Saffola
8901088746526,Combo saffola crunch,
8901042968827,Garam Masala,
8901725105150,B Natural Apple juice 180ml tpk,b natural
8906017291443,Limonta,
8901090111046,,
8902080504084,Water,Pepsico
8904063214379,,Haldiram's
8901131721715,JUL23,
8904422700833,Patanjali  Honey,
8904132922211,Snactac pineapple,
8904422700840,Patanjali,
8901552021203,Ginger Garlic paste,Ashoka
8902201294078,Good life mixed dry fruits 200gm,
8906083120043,Ethiglo soap,
8906019770052,Nutraj walnut kernuls 200g,
8902901224085,Good life dry fruits combo pack 300g,Good Life
8902901226362,Good life Magaj seeds 500g,
8902901227567,Good life walnuts in shell 1kgs,good life
8901612000636,,
8908006989461,8908006989461,
8901764012938,Coke 8 pack,Coca-Cola
8904132954786,Campa,
8904026640160,,Unknown Brand
8906000431009,,
8906027912001517,Green pista,
8906082522480,APPLE CIDER,
8901063092730,britannia,Britannia
8904004400649,Haldiram lemon bhel,Haldiram's
8904004404210,Mini samosa,Haldiram's
8906005500885,Bikaji navaratna mix,
8904004402834,Panchathanthra mix,Haldiram's
8901220600013,,
8904132909946,,
8904320018344,,
8901512545909,ACI 2,
8904075602089,,
8901030887932,sampu,lokal
8902901049701,Gl pista 200 gm,
8902901224061,GOOD LIFE APRICOT 200 g PP,
8904137412519,Dry Coconut Whole,
8901063004016,GOOD DAY CHOCO COOKIES,BRITANNIA
8993175531696,NABATI SIIP RICHOCO 4G,
8901063030022,BRITANNIA BOUR BON,
8901063017832,,Britannia
8906054210971,Garlic bread,
8901233031323,,Cadbury
8906113441810,,
8902901001778,Broken Wheat,Unknown Brand
8906009077406,UNIBIC VANILLA CREAM COOKIES SUGAR FREE,
8902080002078,Pineapple Delight,Tropicana
8903950888303,,
8906066180347,Rehmat,
8900740451464,,
8901725005863,Magic Masala Noodles,Yippee
8905110007111,,
8906009070445,unibic choco kiss,Unibic
8901719129186,monaco pizza,Parle
8906140201623,Nature choice dates,
8902901034356,Pl Bolar cashew 500gm,
8902901224184,Pista,Unknown Brand
8902901231991,Black raisins 100gm,
8902901224214,Raisince green,
8902901224245,Good Life Raisins yellow 100gm,
8902901223903,Good life almond,
8902901069969,Good Life Mixed dry friut 400gm,
8906016014708,Gourmia rosted almond,
8906134670183,Ajmi pathiri,
8908006779086,Ajmi pathiri spl,
8908006779093,Ajmi idiyappam,
8906045944397,,
8908018014007,Certified Organic Wild Honey,Indigenous Honey
8901491001526,,Lay's
8906009079899,UNIBIC Choco Hazelnut Cookies,Unbic
8906125670420,Jaggery Powder,Gula's
8908000655140,Agmark Ghee,Udhaya Krishna
8906010265403,Filtered Groundnut Oil,Cardiac Advanced
8906010268602,Cold Pressed Gingelly Oil,Cardiac Advanced
8906042150036,Roasted Short Vermicelli,Anil
8904001801067,Sambandhi Sesame,Idhayam
8904105900215,,
8904132948235,alans bugles,
8902292004440,Poudre adulte,
8906127550072,Peanut butter,
8906027999001,Green Pista,
8902901224153,WALNUTS,
8901058898545,Special masala,Maggi
8901192213112,MEAT MASALA,Catch
8901042968926,Spicy Sambar Powder,MTR
8901262010085,Butter Unsalted,Amul
8906097402395,Black Mustard,Zoff
8901058900316,,
8904278591647,,
8902433005688,Galaxy Fusions Dark Chocolate,Galaxy
8901725004262,Choco double,
8901063410176,,
8906064451074,200 ml COCOA BUTTER BODY LOTION All Skin Types,
8906000151174,Aastha atta,
8901030752841,DARJEELING,Lipton
8902901222319,Best farm kalonji,
8908002845297,,
8904045850045,Royal palada,
8901725117085,Sunfeast  yeppi 240g,
8903799000508,Bonne maman fraises,Bonne maman
8906105612075,WOwskinscienceindia,
8901058905212,,Maggi
8908001268219,,
8901088076050,Saffola IMMUNIVEDA,
8906001381426,,
8901030960536,Majestic Kesar Pista,Kwality Walls
8901262173599,Amul Rajbhog,Amul
8905507020402,pulses,First crop
8906021151009,,
8906105612747,,
8902838100094,Betatop Carvedilol 25 mg,
8901030876974,Red Label 500 g,
8901052034604,AGNI,tata
7622202031519,Cadbury Hot Chocolate 200g tube,Cadbury
8906128671509,,
8906035030826,,
8901662024804,,
8901725120399,Bingo mad angles,
8904132950641,Alans salsa,
8901030795848,Horlicks,
8901088150712,CocoNUT,
8901030820038,Junjor Horlicks,
8904000901294,,
8901719127465,PARLE CHOCO CHIP,Parle
8907003508637,Seedai,
8906044006690,Alo fruit litchi,
8904132912793,Snactac bel,
8904132913240,Sun crush,
8901414010475,Bikano navaratna,
8904132912908,Snactac tasty peanuts,
8904067709499,Jonson sabudana,
8904004404760,Chatpat dal,
8904004414158,Haldi katta meeta,Haldiram's
8906113441964,Nutty Beurre De Cacahuete,Nutty
8908002894011,,
8904248940024,Prostokare,Lords Care Better
8904004440300,Cocktail Samosa,Haldiram's
8902259003622,Fragrant Sticks,
8901117078284,Gupill.,
8901030993381,Horlicks classic Malt 1kg Pet,
8901440203544,Eastern meat Masala100g,
8908009082091,shareat jalballs,
8901552023344,Koriander Chutney,Ashoka
8906021124140,,Aachi
8906057905423,,
8901047361920,,
8906044992351,Alo Frut Guava Juice 1ltr,
8906064280438,CHEVALIER,
8904320001049,,
8904013000021,,
8908010310077,Pure cow ghee,
8904004440041,Tandoori Plain Naan,Mopplleey
89008706,Rahul kumar,
8901262071307,Amul milk chocolate,
8907003504998,A2B pakoda,
8907003505049,A2B ompudi,
8901719129254,Parle wafers,
8904132956070,Alans,
8906019562121,,Real
8901138821845,The Himalaya Drug Company,
8902579002596,Smoodh Toffee Caramel,Parle Agro
8902579002565,Smoodh Chocolate,Parole Agro
8904045801290,,
8906078890142,,
8906058612023,Gaia Protein Cookies,Gaia
8908000097575,Gaia Multigrain Cookies,
8904287001243,pasta shott,bambind
8908009116154,Craft bakery butter cookies,
8901018018297,Bread,
8906128100528,Hsh,
8906033742936,Dark cookies cream,McVitie’s
8906078721354,,
8906069970044,,Unknown Brand
8903329093253,lindor,Lindor
8901725012946,,Sunfeast
8906010369842,Soan papdi,
8901972078047,olla creams,olla
8901063032873,,
8906069721967,Anand ribbon pakoda,
8904132919372,D K Rava idli,
8904132917262,Masala boondi,
8901058005660,,
8906005505224,Chips Cream & onion,Bikaji
8906103400391,Benzo Cocoa with Creamy Flavour,Abhi
8901030743047,Fresh Tomato Ketchup,Kissan
8906077360448,Chana Jor,Jaimin
4906409077291,Unibic Sugar Free Buscits,Unibic
8904221695668,Whey protein,Asitis
8906009502021,SHRIKHAND,
8901058905656,Cerelac,Nestle
6294017118887,Kit kat,
8906004562884,Chulbule,yellow diamond
3948491405003,Plain,Uncle Chipps
8904209302755,Butter chicken masala,
12111202,Minis Mix Eggs,Cadbury
8906005618238,,
8908007381103,,Unknown Brand
890582780009607500006605,Jamón mercadona,Unknown Brand
8908014602048,Ice Pops,Skippi
8906018902621,,
8908020473021,Grapefruit Mint,Hippo
8904063205667,Bhakarwadi,Haldiram's
8904063205650,Methi Puri,Haldiram's
8901414034853,Bhakar Badi мини-рулеты с начинкой из нутовой муки с солью,Bikano
8901414000674,Bikano Gathiya,Bikano
8047143890152,dark chocolate peanut butter,the whole truth
8904132917682,Green Tea Honey and Lemon,Aarambh
8901817671499,Honig Madu,
8908018177115,Roasted Pistachio,LGN
8906009070926,Unibic choco rs 5,
8906097970108,Rasam Powder,JPF
8939118232466,Fiery Green Chilly,BiteoRite
8904054100346,,
8906054110721,Good Bread,
0030006720343,,Unknown Brand
8901888004833,Real Mosambi fruit juice,
8901393024234,Juzt Jelly Strawberry,Alpenliebe
0841541000421,Caramel,So Good
8908003819037,,
8906010701482,,
8906003210731,Zinfandel Rosewein,Sulawesi Vineyards
8906069610247,Jolliz Salty Chunks Moong Dal,Anand
8908002105117,Brown Bread,BakesFresh
5909449414056,Ghee,Godrej
8904063259905,,Haldiram's
8904063204202,Khatta Dhokla,Haldiram's
8906154300329,Aloo Bujia,
8901888008008,Real masala mixed fruit juice,
8901207024542,Real masala Pomegranate fruit juice,
8904145912414,Pediasure Vanilla flavour 22g pch,Abbott
8901030932069,Kissan squeeze,
8901220600136,Baidyanath HONEY ASLI AYURVED,
8906005611178,Lite bite,
8902710501513,Chocolate Whey Protien with Almonds Muesli,Baggry's
8901741000910,wai wai noodles,Wai Wai
8901848000059,Rasna,
8906072430016,Kanwal turmeric powder,
8906021123624,Garlic Tomato Thokku,Aachi
8906035141737,Chipo,
8906019350032,Amalas,
8906019350254,Amalas,
8906035141522,Chipo gathiya,
8904132949751,Campa Cola 1ltr pet,
8904132949775,Campa Lemon Flv 1ltr,Reliance
8904132949799,Campa Orange Flv 1ltr pet,Reliance
8904268702251,,
8906013183223,Dr. Vaidyas - Dr. Vaidyas Plant Protein Chocolate,
0616967515497,ISO PRO,
8901414026421,Besan Burfi,
9007395873258,Ginger Garlic Paste,Smith and Jones
6009544950523,Anabolic Amino Gold,USN
8906002660704,Coconad Edible Coconut Oil,KLF (https://coconutboard.nic.in/)
8901393017212,SOUR BELT,CHUPA CHUPS
8901725016890,B Natural Chatpata Jamun juice,
8901888007780,Real Mixed fruit juice 180ml,
8906080600784,Paper Boat Delicious Low Sugar Anar,
8908001705196,Paper Boat Jaljeera Drinks 200ml,Paper Boat
8908001705806,Paper Boat Chilli Guava,
8906133401375,Little Joys NutriMix Nutrition,Little Joys
8901725005856,,
0726962607315,M BIGMUSCLES NUTRITION,
8902080514045,Gatorade lemon flavour 500ml pet,
8901088081306,Saffola peanut butter,Saffola
9908488008130,,
8904053507269,,
8906067029812,Fish oil,
8906001056416,Mother's Recipe Kesar Mango pulp850 gr,Mother's Recipe
8902121000520,presto mixed pickle,
8908000861596,,
8908007766030,Train Marka Mustard Oil,Train Marka
8905795000339,Multigrain Health Drink Mix,isha Life
8906080600135,Peperboat,
8908004963944,Mehnat Shaki fresh atta,
8905507023519,Matar Green,
8904209305015,Gram flour,Aachi
8904285504333,TAIYO,
8906144491426,Intense Java Xpresso,Sleepy Owl
8904082709047,,
8902979035170,Garlic pickle,
8901030725814,100 g TK 185,
8904250601029,Pilo go medicine,
8901030780004,HONEY LEMON 100 tea bags,
8901030921636,knorr cream of Broccoli,Knorr
3087690080946,,
8901063142442,Nutri Choice Seeds,Britannia
8901058003734,Maggie korean noodles,Maggi
8901030899355,Mayonnaise,
8901719127410,,Parle
4901465346565,,
8901063338593,100% Whole Wheat Brown Bread,Britannia
8901725013400,,
8908001158862,Fragrance Body spray,FOGG
9909477290048,,
8906068762190,,
8901030876943,Brook bond  red lebel,Unknown Brand
8901088193825,,
8906043580948,,Unknown Brand
8900201371294,Arumbu murukku,
8901030624230,Brooke Bond  taj mahal tea,Brooke Bond
8901972067225,,
8904109420023,,
0941458001846,,KitKat
8906102210069,YELLOW Since 1994,
8906021122429,Pepper Chicken Masala,Aachi
6045716550535,HAMMER THOR GERMAN FORMULA 60 Capsules,
8901063029248,Jamhljam,
0948443603429,,
8906007611602,Kreamy magic,Kwality
8906027713584,,
8906127200243,,
8906032370796,,
8901725113186,Paneer Makhni,ITC Master Chef
8993500211187,,
8903950701114,Lazza Ice Creams,Lazza
8906020461055,Harvest Gold White Bread,Harvest Gold
8908013328000,Choco Almond Cookies,Open Secret
7622201762582,Cocoa,Cadbury
8906012160423,White Slice Bread,Perfect
8901491002950,Herby cheese Instant oats Quakers,Quakers
8902167000348,Fisch Curry Gewürz,MDH
4906409993263,Elite banana pudding cake,Elite
8901117280915,Omnigel,Cipla
8906010503444,8906010503444,
8901560141412,,
94943863,YogaBar protein oats+,
3948764052279,Limca line lemon flv 750ml,Coke
9001962200942,Kool Badam Flavour,Amul
8904272600062,Storia Banana Shake 180ml,
8903363010230,Chana dal 1 kg,Premia
8901207037955,Odomos Naturals,Dabur
8901296049136,Revital H,Revital
8901014000425,nissin noodels,Nissin
8906144634380,Xfin,250
50166480,Twix,Mars
8906080602672,Paper boat Slurpy Mango 750ml pet,
8007001658034,Ocean Fruit drink pink guava fruit flavour 500ml,ocean
8902080524044,Gatorade orange flavour 500ml pet,Gatorade
8902080534043,Gatorade blue bolt flavour 500ml pet,Gatorade
8904312987788,,
8904006307342,Wild ston,1
8908001158305,فوق,مالك النزلة
3260420053216,apple beer,chinar
0840205719266,,
0008492632006,,
8904109610011,curry leaves,greentech
8904013451229,Symphony GREEN TEA HONEY & LEMON,Goodricke
8904013451243,Goodrick  Symphony GREEN TEA GINGER AND TULSI,
8901052087778,Tetley Immune GREEN TEA Classic,
8901052087785,Tetley GREEN TEA Immune with added Vitamin C Lemon & Honey,
8901023023675,Godrej Cinthal,Godrej
8901014012213,NCODIES SEA FOOD CURRY 70g,
8901014004676,,
8904063214560,Mexilla sweet thai chilli,Haldirams
8901063401525,BRITANNIA,
8901719125775,Mix berries milano,1
8901719128882,Nutri crunch DIGESTIVES,
8901719114038,PARLE fab jam in 150g,Parle
8906019772353,,
8622262766016,Bourn Vita 5Star,
8906009071732,Unibic Choco nut Cookies,Unibic
8901063007826,Britannia 50 50 potazos,
8903459071732,UNIBIC choco nut,
8901719127212,JAM-IN 495g,
8906009072685,Unibic shortbread,
8901972055161,Dukes Waffy chocolate,
8901719130045,Parle happy happy 396,Parle
8901928112009,Bisk fram Bourbon150g,
8901719123788,Parle manaco 250g,Monaco
8901972056960,Dukes bourbon buy3 get2,
8901042970660,Upma,1
8901719130151,Parle hide &seek milano 125g,Parle
8904013460016,Goodricke Thurbo DARJEELING TEA WHOLE LEAF,Goodricke
8904013460191,Goodricke  ROASTED DARJEELING TEA,Goodricke
8907790000031,winny Vanilla,Ribbons & Balloons
9555701506159,,
8904035424973,,
8901972060189,Dukes bourbon,
3948786091003,,
8905507060859,8905507060859,first crop
8901063017535,Britannia gol maal,
8901450011955,,
8908005977032,,
8906075341296,,Austin
8904083302070,MilkyMist Fruit Yogurt,Milky Mist
8904063205070,Aloo Gobhi Paratha,Haldiram's
8906068764149,,
7622201385064,CHOCOBAKES,Cadbury
20240214309838183,A247-LHUB-APF-,
8901440205647,Super garam masala,Eastern
8901030882593,Natural Care 1kg,hul
8901842022316,,
8901063401280,8901063401280,
8901030735325,,
8906027120382,SAMS NOODIES VEG HAKKA FAMILY PAC,
8906108530062,Inchi  veg  chow mein noodles,
8906108530048,Inchi multigrain hakka noodles,
8906108530055,Inchi  rice hakka noodles,
8906108530000,Veg Hakka Noodles,Inchi
8906013033115,wai wai noodles,Wai wai
8901030820021,Junior Horlicks Vanilla flavour,Horlicks
8901030954665,Horlicks Vanilla flavour Diabetes Plus 400g Cbd,
8904145912384,PediaSure Vanilla Delight flavour 400g cbd,
8904004408911,Yellow Banana Chips,Haldiram's
8906021121408,,Aachi
8908005545217,,
8901030954733,Horlicks Protein+ Chocolate Flv 400g cbd,
8901030976087,Horlicks Classic Malt 200g Pet,
8906069402675,Veeba mayonnaise,
8901030986048,Chocolate Delight flavour,Horlicks
7622202026263,Cadbury Bournvita 200g pet,
8901030949661,Horlicks Women+ Caramel Flv 400g pet,
7622202026423,Cadbury Bournvita 500g pet,
8901030976032,Horlicks Classic Malt 500g pet,
8906013030688,WAI WAI x press Delighting India,Wai Wai
8904369300301,Garlic Paste,MDS
8901725100537,Atta with Multigrains,Aashirvaad
8906117000969,,
8906064701155,Special Murukku - Kozhikoden,
8906017862353,,
8906027821258,Achar Masala,Parrot
8906059636639,Epigamia turbo protein shake,Epigamia
8901030795879,Horlicks Classic Malt 2kg Jar,
8901030795855,Horlicks Classic Malt,Horlicks
7622202026607,Bournvita Shakti 1kg Pet,Unknown Brand
8901030825712,Horlicks Chocolate Delight flavour 1kg CBD,
8901030825705,Horlicks Chocolate Delight flavour 500g Cbd,
8901030985980,Horlicks Chocolate Delight flavour,Horlicks
8901542000072,Complain New Royal Chocolate Flv 500g Cbd,
8901030949678,Horlicks Women+ Chocolate Flv 400g pet,
8906003050016,,
0608603896510,,
7622202026584,Bournvita Shakti 1kg pp,
8901030915857,Junior Horlicks Vanilla flavour 400g Cbd,
7622202026522,Cadbury Bournvita Shakti 750g pp,
7622202026508,Cadbury Bournvita Shakti 5 Star Magic 750g pp,
